ArrayOrder:	1,	 DatasetArray:	D1A11, 	5oclock shadow: yes (43%), age: 27 (60%), arched eyebrows: no (50%), attractive: no (19%), bags under eyes: no (10%), bald: no (99%), bangs: no (79%), beard: yes (3%), big lips: no (41%), big nose: no (14%), black hair: yes (59%), blond hair: no, blurry: no (79%), brown hair: no (62%), bushy eyebrows: yes (91%), chubby: no (54%), double chin: no (81%), expression: neutral (75%), gender: male (99%), glasses: no, goatee: no (43%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (67%), mouth open: no, mustache: no (37%), narrow eyes: no (78%), oval face: yes (50%), pale skin: no (79%), pitch: -10.01, pointy nose: no (65%), race: white (98%), receding hairline: no (74%), rosy cheeks: no (98%), sideburns: no (55%), straight hair: yes (19%), wavy hair: no (79%), wearing earrings: no (74%), wearing hat: no (35%), wearing lipstick: no, wearing necklace: no, wearing necktie: no (3%), yaw: 1.06, young: yes (86%), chin size: extra large, color eyes: 563c2f (57%), color hair: 0e0502 (87%), color skin: 9b6140, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: far, eyes position: average, eyes shape: round, glasses rim: no, hair beard: none, hair color type: black (87%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: average, mouth height: thin, mouth width: small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D5A25, 	5oclock shadow: no (8%), age: 28 (60%), arched eyebrows: no (25%), attractive: no, bags under eyes: no (27%), bald: yes (20%), bangs: no, beard: yes (39%), big lips: yes, big nose: yes (69%), black hair: yes (86%), blond hair: no, blurry: no (57%), brown hair: no, bushy eyebrows: yes (56%), chubby: yes (60%), double chin: no (1%), expression: neutral (94%), gender: male (82%), glasses: no, goatee: yes (31%), gray hair: no (90%), heavy makeup: no (89%), high cheekbones: no (12%), mouth open: no (38%), mustache: yes (37%), narrow eyes: no (99%), oval face: yes (49%), pale skin: no, pitch: -9.64, pointy nose: no, race: black (98%), receding hairline: yes (61%), rosy cheeks: no (94%), sideburns: no (10%), straight hair: no (67%), wavy hair: no, wearing earrings: yes (7%), wearing hat: yes (8%), wearing lipstick: no (95%), wearing necklace: no (46%), wearing necktie: no (34%), yaw: 2.28, young: yes (48%), chin size: extra large, color background: 394d50 (0%), color beard: 392b1e (92%), color eyes: 301b0b (71%), color hair: 1c190e (88%), color skin: 7a4222, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: thin, glasses rim: no, hair beard: thick, hair color type: black (88%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: average, head width: extra narrow, mouth corners: raised, mouth height: extra thick, mouth width: small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	2,	 DatasetArray:	D5A25, 	5oclock shadow: yes (28%), age: 26 (60%), arched eyebrows: no (33%), attractive: no, bags under eyes: no (17%), bald: yes (22%), bangs: no, beard: yes (76%), big lips: yes (89%), big nose: yes (79%), black hair: yes (88%), blond hair: no, blurry: no (49%), brown hair: no, bushy eyebrows: yes (15%), chubby: yes (67%), double chin: yes (19%), expression: neutral (77%), gender: male, glasses: no, goatee: yes (62%), gray hair: no (84%), heavy makeup: no (93%), high cheekbones: no (15%), mouth open: no (6%), mustache: yes (65%), narrow eyes: no, oval face: yes (41%), pale skin: no, pitch: -9.94, pointy nose: no, race: black (99%), receding hairline: yes (51%), rosy cheeks: no (85%), sideburns: yes (24%), straight hair: no (58%), wavy hair: no, wearing earrings: no (20%), wearing hat: no (3%), wearing lipstick: no (95%), wearing necklace: no (44%), wearing necktie: no (18%), yaw: -0.98, young: yes (18%), chin size: extra large, color background: 465e62 (0%), color beard: 523624 (89%), color clothes middle: 62361d (8%), color eyes: 47210c (38%), color hair: 261f18 (98%), color skin: 994e22, eyebrows corners: extra low, eyebrows position: low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown (98%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: thin, hair top: very short, head shape: rect, head width: extra narrow, mouth corners: low, mouth height: extra thick, mouth width: small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D5A25, 	5oclock shadow: no (23%), age: 16 (60%), arched eyebrows: no (23%), attractive: no, bags under eyes: no (24%), bald: yes (78%), bangs: no, beard: yes (53%), big lips: yes (74%), big nose: yes (69%), black hair: yes (39%), blond hair: no, blurry: no (36%), brown hair: no, bushy eyebrows: yes (2%), chubby: yes (71%), double chin: yes (18%), expression: neutral (83%), gender: male (85%), glasses: no, goatee: yes (44%), gray hair: no (42%), heavy makeup: no (92%), high cheekbones: no (7%), mouth open: no (51%), mustache: yes (45%), narrow eyes: no, oval face: yes (82%), pale skin: no (97%), pitch: -9.34, pointy nose: no, race: black, receding hairline: yes, rosy cheeks: no (94%), sideburns: no (1%), straight hair: no (95%), wavy hair: no, wearing earrings: no (9%), wearing hat: no (22%), wearing lipstick: no (98%), wearing necklace: no (65%), wearing necktie: no (15%), yaw: 1.5, young: yes (16%), chin size: extra large, color background: 37494c (0%), color clothes middle: 020103 (2%), color eyes: 7f7657 (35%), color hair: 514c38 (81%), color skin: 896338, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: high, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: blond (81%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: rect, head width: extra narrow, mouth corners: raised, mouth height: extra thick, mouth width: average, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	4,	 DatasetArray:	D5A25, 	5oclock shadow: no (6%), age: 25 (60%), arched eyebrows: no (21%), attractive: no (98%), bags under eyes: no (31%), bald: yes (52%), bangs: no, beard: yes (75%), big lips: yes, big nose: yes (88%), black hair: yes (77%), blond hair: no, blurry: no (46%), brown hair: no, bushy eyebrows: yes (22%), chubby: yes (88%), double chin: yes (27%), expression: neutral (25%), gender: male (88%), glasses: no, goatee: yes (68%), gray hair: no (85%), heavy makeup: no (87%), high cheekbones: yes (32%), mouth open: no (50%), mustache: yes (66%), narrow eyes: no (90%), oval face: yes (71%), pale skin: no, pitch: -9.49, pointy nose: no, race: black (98%), receding hairline: yes (71%), rosy cheeks: no (89%), sideburns: yes (28%), straight hair: no (86%), wavy hair: no, wearing earrings: yes (1%), wearing hat: yes (17%), wearing lipstick: no (95%), wearing necklace: no (42%), wearing necktie: no (28%), yaw: -1.68, young: yes (38%), chin size: extra large, color background: 273537 (0%), color beard: 403529 (66%), color eyes: 39200a (55%), color hair: 1d1e15 (83%), color skin: 754120, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: extra far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: black (83%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: thick, mouth width: small, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D5A25, 	5oclock shadow: no (21%), age: 31 (60%), arched eyebrows: no (42%), attractive: no, bags under eyes: no (30%), bald: yes (61%), bangs: no, beard: yes (68%), big lips: yes, big nose: yes (80%), black hair: yes (42%), blond hair: no, blurry: no (34%), brown hair: no, bushy eyebrows: yes (31%), chubby: yes (85%), double chin: yes (31%), expression: neutral (88%), gender: male (92%), glasses: no, goatee: yes (67%), gray hair: no (53%), heavy makeup: no (85%), high cheekbones: no (19%), mouth open: yes (16%), mustache: yes (73%), narrow eyes: no (32%), oval face: yes (44%), pale skin: no, pitch: -10.09, pointy nose: no, race: black, receding hairline: yes (68%), rosy cheeks: no, sideburns: yes (25%), straight hair: no (96%), wavy hair: no, wearing earrings: no (13%), wearing hat: yes (35%), wearing lipstick: no (95%), wearing necklace: no (56%), wearing necktie: no (19%), yaw: 5.44, young: yes (14%), chin size: extra large, color background: f6fdfe (14%), color beard: 3c2f2e (88%), color clothes middle: 352521 (3%), color eyes: 392c2b (86%), color hair: f4feff (53%), color skin: 8e5945, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: extra far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: blond (53%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: average, mouth corners: extra low, mouth height: extra thick, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	GT,	 DatasetArray:	D5A25, 	5oclock shadow: no (12%), age: 28 (60%), arched eyebrows: no (27%), attractive: no, bags under eyes: no (1%), bald: yes (39%), bangs: no (81%), beard: yes (60%), big lips: yes (99%), big nose: yes (91%), black hair: yes (55%), blond hair: no, blurry: no (44%), brown hair: no, bushy eyebrows: yes (58%), chubby: yes (72%), double chin: yes (19%), expression: neutral (89%), gender: male (98%), glasses: no, goatee: yes (56%), gray hair: no (66%), heavy makeup: no (90%), high cheekbones: no (14%), mouth open: no (82%), mustache: yes (61%), narrow eyes: no (48%), oval face: yes (34%), pale skin: no (89%), pitch: -9.34, pointy nose: no, race: black, receding hairline: yes (47%), rosy cheeks: no, sideburns: yes (17%), straight hair: no, wavy hair: no (93%), wearing earrings: no (14%), wearing hat: yes (35%), wearing lipstick: no (99%), wearing necklace: no (57%), wearing necktie: no (23%), yaw: -4.45, young: yes (13%), chin size: extra large, color background: 699393 (0%), color beard: 241b13 (97%), color clothes middle: 2b1d12 (27%), color eyes: 3d3426 (49%), color hair: 554d3b (52%), color mustache: 463722 (86%), color skin: 8c6031, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: blond (52%), hair forehead: yes, hair length: none, hair mustache: thick, hair sides: thin, hair top: very short, head shape: extra rect, head width: average, mouth corners: extra low, mouth height: extra thick, mouth width: small, nose shape: straight, nose width: wide, teeth visible: no,
ArrayOrder:	IT,	 DatasetArray:	D5A25, 	5oclock shadow: no (19%), age: 29 (60%), arched eyebrows: no (71%), attractive: no (98%), bags under eyes: no (35%), bald: yes (3%), bangs: no, beard: yes (1%), big lips: yes (32%), big nose: yes (32%), black hair: yes (89%), blond hair: no, blurry: no (52%), brown hair: no, bushy eyebrows: yes (22%), chubby: yes (27%), double chin: no (20%), expression: neutral, gender: male (74%), glasses: no, goatee: no (22%), gray hair: no (80%), heavy makeup: no (89%), high cheekbones: no (33%), mouth open: no (33%), mustache: no (4%), narrow eyes: no, oval face: yes (51%), pale skin: no, pitch: -9.83, pointy nose: no, race: black, receding hairline: yes (44%), rosy cheeks: no (86%), sideburns: no (55%), straight hair: no (12%), wavy hair: no, wearing earrings: no (35%), wearing hat: no (30%), wearing lipstick: no (96%), wearing necklace: no (68%), wearing necktie: no (19%), yaw: 0.02, young: yes (31%), chin size: extra large, color background: 537474 (0%), color beard: 684832 (95%), color clothes middle: 5b3c2c (27%), color eyes: 433228 (70%), color hair: 645244 (84%), color mustache: 6f4a32 (67%), color skin: b88769, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown light (84%), hair forehead: no, hair length: none, hair mustache: thick, hair sides: very thin, hair top: very short, head shape: rect, head width: narrow, mouth corners: low, mouth height: extra thick, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: yes,
ArrayOrder:	1,	 DatasetArray:	D5A26, 	5oclock shadow: no (39%), age: 24 (60%), arched eyebrows: no (52%), attractive: no, bags under eyes: no (6%), bald: yes (55%), bangs: no, beard: yes (26%), big lips: yes (65%), big nose: yes (54%), black hair: yes (38%), blond hair: no, blurry: no (17%), brown hair: no (93%), bushy eyebrows: no (23%), chubby: yes (46%), double chin: no (7%), expression: neutral, gender: male (52%), glasses: no, goatee: yes (14%), gray hair: no (55%), heavy makeup: no, high cheekbones: no (30%), mouth open: yes (15%), mustache: yes (15%), narrow eyes: no (63%), oval face: yes (41%), pale skin: no, pitch: -9.05, pointy nose: no, race: black, receding hairline: yes, rosy cheeks: no, sideburns: no (23%), straight hair: no (66%), wavy hair: no, wearing earrings: no (16%), wearing hat: no (28%), wearing lipstick: no, wearing necklace: no (61%), wearing necktie: no (34%), yaw: 5.27, young: yes (35%), chin size: extra small, color beard: 58402e (95%), color eyes: 3f332f (77%), color hair: 86654c (58%), color mustache: 764d38 (53%), color skin: c58666, eyebrows corners: average, eyebrows position: low, eyebrows size: extra thin, eyes corners: average, eyes distance: extra far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown light (58%), hair forehead: yes, hair length: none, hair mustache: thick, hair sides: very thin, hair top: short, head shape: heart, head width: extra wide, mouth corners: extra low, mouth height: extra thick, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: yes,
ArrayOrder:	2,	 DatasetArray:	D5A26, 	5oclock shadow: no (1%), age: 29 (60%), arched eyebrows: no (87%), attractive: no, bags under eyes: no (25%), bald: yes (30%), bangs: no, beard: yes (54%), big lips: yes (36%), big nose: yes (50%), black hair: yes (4%), blond hair: no, blurry: no (29%), brown hair: no (89%), bushy eyebrows: yes (23%), chubby: yes (38%), double chin: no (20%), expression: neutral, gender: male, glasses: no, goatee: yes (39%), gray hair: no (54%), heavy makeup: no (93%), high cheekbones: no (52%), mouth open: no (76%), mustache: yes (45%), narrow eyes: no (50%), oval face: yes (19%), pale skin: no (69%), pitch: -9.23, pointy nose: no, race: black, receding hairline: yes (22%), rosy cheeks: no, sideburns: yes (8%), straight hair: no (53%), wavy hair: no, wearing earrings: no (50%), wearing hat: yes (41%), wearing lipstick: no, wearing necklace: no (89%), wearing necktie: no (24%), yaw: -0.97, young: yes (21%), chin size: extra large, color background: 3b4f52 (0%), color beard: 382928 (98%), color clothes middle: 271c1b (14%), color eyes: 251f24 (82%), color hair: 795c54 (52%), color mustache: 563d37 (65%), color skin: bd7959 (82%), eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown light (52%), hair forehead: yes, hair length: none, hair mustache: thick, hair sides: very thin, hair top: very short, head shape: rect, head width: narrow, mouth corners: extra low, mouth height: extra thick, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D5A26, 	5oclock shadow: no (18%), age: 26 (60%), arched eyebrows: no (62%), attractive: no (99%), bags under eyes: no (17%), bald: yes (32%), bangs: no (77%), beard: yes (47%), big lips: yes (74%), big nose: yes (68%), black hair: yes (14%), blond hair: no, blurry: no (48%), brown hair: no (98%), bushy eyebrows: yes (40%), chubby: yes (58%), double chin: yes (6%), expression: neutral (77%), gender: male (96%), glasses: no, goatee: yes (33%), gray hair: no (67%), heavy makeup: no (98%), high cheekbones: no (9%), mouth open: no (38%), mustache: yes (44%), narrow eyes: no (41%), oval face: yes (31%), pale skin: no (81%), pitch: -9.87, pointy nose: no, race: black, receding hairline: yes (9%), rosy cheeks: no, sideburns: no (0%), straight hair: no (79%), wavy hair: no, wearing earrings: no (28%), wearing hat: yes (71%), wearing lipstick: no, wearing necklace: no (67%), wearing necktie: no (27%), yaw: 2.19, young: yes (23%), chin size: extra large, color background: 3c5454 (0%), color beard: 3e3123 (96%), color clothes middle: 311e14 (42%), color eyes: 32271a (89%), color hair: f1feff (35%), color skin: 895b36, eyebrows corners: extra low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: extra low, eyes distance: extra far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: blond (35%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: extra thick, mouth width: small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	4,	 DatasetArray:	D5A26, 	5oclock shadow: no (46%), age: 28 (60%), arched eyebrows: no (62%), attractive: no, bags under eyes: no (64%), bald: yes (55%), bangs: no (86%), beard: yes (58%), big lips: yes, big nose: yes (69%), black hair: yes (34%), blond hair: no, blurry: no (17%), brown hair: no, bushy eyebrows: no (23%), chubby: yes (64%), double chin: yes (8%), expression: neutral (87%), gender: male (77%), glasses: no, goatee: yes (57%), gray hair: no (57%), heavy makeup: no (79%), high cheekbones: no (27%), mouth open: yes (8%), mustache: yes (63%), narrow eyes: no (39%), oval face: yes (21%), pale skin: no (43%), pitch: -9.74, pointy nose: no, race: black, receding hairline: yes (45%), rosy cheeks: no, sideburns: yes (16%), straight hair: no (99%), wavy hair: no (89%), wearing earrings: no (23%), wearing hat: yes (44%), wearing lipstick: no (88%), wearing necklace: no (52%), wearing necktie: no (42%), yaw: -0.19, young: yes (12%), chin size: extra large, color background: f6fdfe (12%), color beard: 292328 (93%), color clothes middle: 362624 (16%), color eyes: 2a2526 (94%), color hair: f4feff (22%), color skin: 6f4737, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: extra low, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: blond (22%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D5A26, 	5oclock shadow: yes (14%), age: 20 (60%), arched eyebrows: no (83%), attractive: no, bags under eyes: no (25%), bald: yes (23%), bangs: no, beard: yes (49%), big lips: yes (50%), big nose: yes (51%), black hair: yes (41%), blond hair: no, blurry: no (47%), brown hair: no (87%), bushy eyebrows: yes (14%), chubby: yes (27%), double chin: no (26%), expression: neutral, gender: male (96%), glasses: no, goatee: yes (34%), gray hair: no (77%), heavy makeup: no (94%), high cheekbones: no (47%), mouth open: no (65%), mustache: yes (34%), narrow eyes: no, oval face: yes (32%), pale skin: no, pitch: -8.41, pointy nose: no, race: black (97%), receding hairline: yes (46%), rosy cheeks: no (94%), sideburns: yes (2%), straight hair: no (49%), wavy hair: no, wearing earrings: no (41%), wearing hat: yes (6%), wearing lipstick: no, wearing necklace: no (71%), wearing necktie: no (34%), yaw: -9.16, young: yes (34%), chin size: extra small, color background: 445e5f (0%), color beard: 712e0c (72%), color clothes middle: 441c04 (0%), color eyes: 310e07 (74%), color hair: a3613b (60%), color skin: e98e54, eyebrows corners: average, eyebrows position: average, eyebrows size: extra thin, eyes corners: raised, eyes distance: average, eyes position: high, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: red (60%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra heart, head width: average, mouth corners: extra low, mouth height: extra thick, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	GT,	 DatasetArray:	D5A26, 	5oclock shadow: no (12%), age: 29 (60%), arched eyebrows: no (5%), attractive: no, bags under eyes: no (15%), bald: yes (41%), bangs: no, beard: yes (42%), big lips: yes, big nose: yes (82%), black hair: yes (77%), blond hair: no, blurry: no (72%), brown hair: no, bushy eyebrows: yes (63%), chubby: yes (58%), double chin: yes (3%), expression: neutral (91%), gender: male (80%), glasses: no, goatee: yes (35%), gray hair: no (80%), heavy makeup: no (91%), high cheekbones: no (10%), mouth open: no (48%), mustache: yes (38%), narrow eyes: no, oval face: yes (70%), pale skin: no, pitch: -9.4, pointy nose: no, race: black (99%), receding hairline: yes (89%), rosy cheeks: no (85%), sideburns: no (10%), straight hair: no (76%), wavy hair: no, wearing earrings: yes (8%), wearing hat: no (14%), wearing lipstick: no (95%), wearing necklace: no (42%), wearing necktie: no (29%), yaw: -10.18, young: yes (49%), chin size: extra large, color background: 64868b (0%), color clothes middle: 1c110d (3%), color eyes: 574625 (33%), color hair: 403322 (75%), color skin: 835133, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: high, eyes shape: round, glasses rim: no, hair beard: none, hair color type: brown (75%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: average, mouth corners: average, mouth height: extra thick, mouth width: extra small, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	IT,	 DatasetArray:	D5A26, 	5oclock shadow: no (27%), age: 26 (60%), arched eyebrows: no (47%), attractive: no, bags under eyes: no (11%), bald: yes (37%), bangs: no, beard: yes (22%), big lips: yes (79%), big nose: yes (62%), black hair: yes (70%), blond hair: no, blurry: no (44%), brown hair: no, bushy eyebrows: yes (39%), chubby: yes (57%), double chin: yes (6%), expression: neutral (95%), gender: male (73%), glasses: no, goatee: yes (8%), gray hair: no (65%), heavy makeup: no (95%), high cheekbones: no (19%), mouth open: yes (33%), mustache: yes (23%), narrow eyes: no (88%), oval face: yes (42%), pale skin: no, pitch: -9.81, pointy nose: no, race: black, receding hairline: yes (86%), rosy cheeks: no, sideburns: no (34%), straight hair: no (58%), wavy hair: no, wearing earrings: no (12%), wearing hat: no (15%), wearing lipstick: no, wearing necklace: no (57%), wearing necktie: no (24%), yaw: -2.02, young: yes (32%), chin size: extra large, color background: 3c5053 (0%), color beard: 733419 (80%), color clothes middle: 53210e (12%), color eyes: 390f09 (63%), color hair: 96644b (56%), color skin: e3825b, eyebrows corners: extra low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown light (56%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: average, head width: extra narrow, mouth corners: extra low, mouth height: extra thick, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D5A27, 	5oclock shadow: yes (3%), age: 36 (60%), arched eyebrows: no (15%), attractive: no, bags under eyes: yes (6%), bald: yes (63%), bangs: no, beard: yes (89%), big lips: yes, big nose: yes, black hair: yes (57%), blond hair: no, blurry: no (82%), brown hair: no, bushy eyebrows: yes (74%), chubby: yes (92%), double chin: yes (34%), expression: neutral (75%), gender: male, glasses: no, goatee: yes (91%), gray hair: no (56%), heavy makeup: no (86%), high cheekbones: no (5%), mouth open: no (72%), mustache: yes (92%), narrow eyes: no (97%), oval face: yes (73%), pale skin: no, pitch: -8.91, pointy nose: no, race: black, receding hairline: yes (72%), rosy cheeks: no (87%), sideburns: yes (55%), straight hair: no (90%), wavy hair: no (94%), wearing earrings: no (15%), wearing hat: no (3%), wearing lipstick: no (97%), wearing necklace: no (57%), wearing necktie: yes (3%), yaw: -1, young: yes (10%), chin size: extra large, color background: 466262 (0%), color beard: 372b2e (61%), color clothes middle: 3b2321 (9%), color eyes: 302d34 (31%), color hair: 413836 (49%), color skin: 764940, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: black (49%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	2,	 DatasetArray:	D5A27, 	5oclock shadow: no (25%), age: 22 (60%), arched eyebrows: no (52%), attractive: no, bags under eyes: no (27%), bald: no (18%), bangs: no (87%), beard: no (11%), big lips: yes (47%), big nose: yes (38%), black hair: yes (76%), blond hair: no, blurry: no (38%), brown hair: no, bushy eyebrows: yes (51%), chubby: yes (33%), double chin: no (26%), expression: neutral (94%), gender: male (67%), glasses: no, goatee: no (28%), gray hair: no, heavy makeup: no (95%), high cheekbones: no (23%), mouth open: no (61%), mustache: no (12%), narrow eyes: no (75%), oval face: yes (48%), pale skin: no, pitch: -10.69, pointy nose: no, race: black, receding hairline: no (3%), rosy cheeks: no (93%), sideburns: no (63%), straight hair: no (35%), wavy hair: no, wearing earrings: no (15%), wearing hat: yes (55%), wearing lipstick: no, wearing necklace: no (52%), wearing necktie: no (55%), yaw: -2.11, young: yes (62%), chin size: extra large, color background: 37494c (0%), color beard: 5a2c0d (70%), color clothes middle: 5b2c10 (22%), color eyes: 2a180c (78%), color hair: 1f1502 (22%), color skin: 9e572d, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown (22%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: extra narrow, mouth corners: average, mouth height: extra thick, mouth width: small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D5A27, 	5oclock shadow: no (50%), age: 20 (60%), arched eyebrows: no (32%), attractive: no, bags under eyes: no (20%), bald: yes (20%), bangs: no, beard: no (5%), big lips: yes (50%), big nose: yes (42%), black hair: yes (93%), blond hair: no, blurry: no (34%), brown hair: no, bushy eyebrows: yes (55%), chubby: yes (66%), double chin: yes (7%), expression: neutral (98%), gender: male (64%), glasses: no, goatee: no (21%), gray hair: no (76%), heavy makeup: no (89%), high cheekbones: no (7%), mouth open: no (18%), mustache: no (0%), narrow eyes: no (51%), oval face: yes (66%), pale skin: no, pitch: -10.34, pointy nose: no, race: black, receding hairline: yes (64%), rosy cheeks: no (99%), sideburns: no (59%), straight hair: no (33%), wavy hair: no, wearing earrings: no (2%), wearing hat: no (2%), wearing lipstick: no (99%), wearing necklace: no (63%), wearing necktie: no (19%), yaw: -5.44, young: yes (34%), chin size: extra large, color background: 3b4f52 (0%), color beard: 764427 (74%), color clothes middle: 6a391d (15%), color eyes: 492b1e (73%), color hair: 563c2c (58%), color mustache: 7b3e20 (51%), color skin: bf6639, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown light (58%), hair forehead: no, hair length: none, hair mustache: thick, hair sides: very thin, hair top: very short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: extra thick, mouth width: small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
