,,,5oclock shadow,,age,,arched eyebrows,,attractive,,bags under eyes,,bald,,bangs,,beard,,big lips,,big nose,,black hair,,blond hair,,blurry,,brown hair ,,bushy eyebrows,,chubby,,double chin,,expression,,gender ,,glasses ,,goatee,,gray hair ,,heavy makeup,,high cheekbones,,mouth open,,mustache,,narrow eyes,,oval face,,pale skin,,pitch,pointy nose,,race,receding hairline,,rosy cheeks,,sideburns,,straight hair,,wavy hair,,wearing earrings,,wearing hat,,wearing lipstick ,,wearing necklace,,wearing necktie,,yaw,young,,chin size,color beard ,,color background ,,color clothes middle,,color clothes sides,,color eyes,,color hair,,color mustache ,,color skin,,eyebrows corners,eyebrows position ,eyebrows size,eyes corners,eyes distance ,eyes position ,eyes shape,glasses rim,hair beard,hair color type,,hair forehead,hair length,hair mustache,hair sides,hair top,head shape,head width ,mouth corners,mouth height,mouth width,nose shape,nose width,teeth visible 
"5oclock shadow: no, age: 23 (60%), arched eyebrows: yes (11%), attractive: yes (35%), bags under eyes: no (71%), bald: no (76%), bangs: no, beard: no, big lips: no (32%), big nose: no (50%), black hair: yes (47%), blond hair: no, blurry: no (84%), brown hair: no (16%), bushy eyebrows: yes (9%), chubby: no (64%), double chin: no (85%), expression: smile (96%), gender: female, glasses: no, goatee: no, gray hair: no, heavy makeup: yes (48%), high cheekbones: yes (86%), mouth open: yes (82%), mustache: no, narrow eyes: no (67%), oval face: yes, pale skin: no, pitch: -9.77, pointy nose: no (26%), race: white (91%), receding hairline: no (7%), rosy cheeks: yes (6%), sideburns: no, straight hair: yes (98%), wavy hair: no, wearing earrings: yes (12%), wearing hat: no (90%), wearing lipstick: yes (73%), wearing necklace: no (6%), wearing necktie: no (95%), yaw: 6.17, young: yes, chin size: extra large, color clothes middle: 3c2215 (16%), color clothes sides: 26150b (2%), color eyes: 45352a (65%), color hair: 332013 (89%), color skin: a36d4e, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (89%), hair forehead: yes, hair length: very long, hair mustache: none, hair sides: average, hair top: short, head shape: rect, head width: narrow, mouth corners: extra raised, mouth height: extra thick, mouth width: extra wide, nose shape: extra straight, nose width: extra narrow, teeth visible: yes,",5,D1A8,0,999,23,60,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: no (99%), age: 25 (60%), arched eyebrows: no (17%), attractive: yes (43%), bags under eyes: no (52%), bald: no (88%), bangs: no (75%), beard: no, big lips: no (32%), big nose: no (51%), black hair: yes, blond hair: no, blurry: no (98%), brown hair: no (80%), bushy eyebrows: yes (58%), chubby: no (68%), double chin: no, expression: neutral (92%), gender: female (49%), glasses: no, goatee: no, gray hair: no, heavy makeup: no (24%), high cheekbones: no (72%), mouth open: no (93%), mustache: no (98%), narrow eyes: no (92%), oval face: yes (89%), pale skin: no (14%), pitch: -9.66, pointy nose: no (82%), race: white (99%), receding hairline: no (31%), rosy cheeks: no, sideburns: no, straight hair: yes, wavy hair: no, wearing earrings: no (38%), wearing hat: no, wearing lipstick: yes (1%), wearing necklace: no (60%), wearing necktie: no (55%), yaw: 0.74, young: yes, chin size: extra small, color clothes middle: 332e28 (17%), color eyes: 3f2f27 (73%), color hair: 3d352c (90%), color skin: b98064, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (90%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: short, head shape: average, head width: average, mouth corners: extra raised, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,",6,D1A8,0,99,25,60,0,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: no, age: 19 (60%), arched eyebrows: no (36%), attractive: no (1%), bags under eyes: no (88%), bald: no (79%), bangs: no (66%), beard: no, big lips: no (39%), big nose: no (89%), black hair: yes (61%), blond hair: no (86%), blurry: no (20%), brown hair: no (33%), bushy eyebrows: no (72%), chubby: no (76%), double chin: no, expression: neutral (84%), gender: female (94%), glasses: no, goatee: no, gray hair: no, heavy makeup: no (41%), high cheekbones: no (62%), mouth open: no (89%), mustache: no, narrow eyes: no, oval face: yes (76%), pale skin: no (44%), pitch: -7.91, pointy nose: no (73%), race: white, receding hairline: no (11%), rosy cheeks: no, sideburns: no, straight hair: yes (81%), wavy hair: no, wearing earrings: no (19%), wearing hat: no, wearing lipstick: yes (2%), wearing necklace: no (25%), wearing necktie: no (92%), yaw: -15.35, young: yes (84%), chin size: extra small, color clothes middle: faeee4 (15%), color eyes: 372621 (65%), color hair: 3e332c (82%), color skin: 9e6a52, eyebrows corners: average, eyebrows position: average, eyebrows size: extra thin, eyes corners: low, eyes distance: extra far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (82%), hair forehead: no, hair length: long, hair mustache: none, hair sides: thin, hair top: short, head shape: extra rect, head width: extra wide, mouth corners: extra raised, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,",GT,D1A8,0,999,19,60,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: yes (43%), age: 23 (60%), arched eyebrows: no (44%), attractive: no (10%), bags under eyes: no (65%), bald: no (61%), bangs: no (95%), beard: yes (29%), big lips: no (32%), big nose: no (28%), black hair: yes, blond hair: no, blurry: no, brown hair: no, bushy eyebrows: yes, chubby: no (42%), double chin: no (74%), expression: neutral (79%), gender: male, glasses: no, goatee: no (10%), gray hair: no, heavy makeup: no (88%), high cheekbones: no (82%), mouth open: no (98%), mustache: no (2%), narrow eyes: no, oval face: yes (71%), pale skin: no (65%), pitch: -9.17, pointy nose: no (52%), race: white, receding hairline: no (32%), rosy cheeks: no (93%), sideburns: no (25%), straight hair: yes (62%), wavy hair: no, wearing earrings: no (66%), wearing hat: no (72%), wearing lipstick: no (97%), wearing necklace: no, wearing necktie: yes (31%), yaw: 5.65, young: yes (82%), chin size: extra large, color clothes middle: fbf6f0 (16%), color eyes: 3a251d (62%), color hair: 161717 (76%), color skin: 764738, eyebrows corners: extra low, eyebrows position: low, eyebrows size: extra thin, eyes corners: low, eyes distance: close, eyes position: high, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (76%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: average, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,",1,D1A9,1,43,23,60,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: yes (18%), age: 25 (60%), arched eyebrows: no (2%), attractive: no (13%), bags under eyes: yes (26%), bald: no (66%), bangs: no (70%), beard: yes (5%), big lips: yes (40%), big nose: yes (85%), black hair: yes, blond hair: no, blurry: no, brown hair: no, bushy eyebrows: yes, chubby: yes (24%), double chin: yes (9%), expression: smile (78%), gender: male, glasses: no, goatee: no (22%), gray hair: no, heavy makeup: no (97%), high cheekbones: yes (57%), mouth open: no (86%), mustache: no (4%), narrow eyes: no (63%), oval face: yes (72%), pale skin: no (78%), pitch: -10.28, pointy nose: no, race: asian (63%), receding hairline: no (37%), rosy cheeks: no (86%), sideburns: no (43%), straight hair: yes (28%), wavy hair: no (79%), wearing earrings: no (46%), wearing hat: no (46%), wearing lipstick: no (94%), wearing necklace: no (66%), wearing necktie: yes (18%), yaw: 0.41, young: yes (70%), chin size: extra small, color eyes: 52432e (38%), color hair: 1f1d16, color skin: a17154, eyebrows corners: average, eyebrows position: extra low, eyebrows size: thin, eyes corners: extra low, eyes distance: extra far, eyes position: extra low, eyes shape: round, glasses rim: no, hair beard: none, hair color type: brown, hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: extra raised, mouth height: thin, mouth width: wide, nose shape: extra straight, nose width: wide, teeth visible: no,",2,D1A9,1,18,25,60,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: yes (16%), age: 21 (60%), arched eyebrows: no (38%), attractive: no (28%), bags under eyes: no (5%), bald: no (90%), bangs: no, beard: no (3%), big lips: yes (1%), big nose: yes (6%), black hair: yes, blond hair: no, blurry: no (91%), brown hair: no (79%), bushy eyebrows: yes, chubby: no (36%), double chin: no (85%), expression: neutral, gender: male (90%), glasses: no, goatee: no (30%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (68%), mouth open: no (92%), mustache: no (18%), narrow eyes: no (60%), oval face: yes (46%), pale skin: no (79%), pitch: -10.27, pointy nose: no, race: hispanic (67%), receding hairline: no (47%), rosy cheeks: no, sideburns: no (45%), straight hair: yes (68%), wavy hair: no, wearing earrings: no (60%), wearing hat: no (74%), wearing lipstick: no (99%), wearing necklace: no (94%), wearing necktie: no (9%), yaw: -0.73, young: yes, chin size: large, color clothes middle: fff8f2 (41%), color eyes: 3b261c (58%), color hair: 181615 (97%), color skin: c08666, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (97%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: average, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: narrow, teeth visible: no,",3,D1A9,1,16,21,60,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: yes (53%), age: 30 (60%), arched eyebrows: no (37%), attractive: no (14%), bags under eyes: no (8%), bald: no (78%), bangs: no, beard: yes (67%), big lips: yes (1%), big nose: yes (4%), black hair: yes, blond hair: no, blurry: no (83%), brown hair: no (83%), bushy eyebrows: yes, chubby: no (39%), double chin: no (92%), expression: neutral, gender: male, glasses: no, goatee: yes (40%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (80%), mouth open: no, mustache: yes (38%), narrow eyes: no (42%), oval face: yes (23%), pale skin: no (76%), pitch: -9.96, pointy nose: no (89%), race: white (62%), receding hairline: no (54%), rosy cheeks: no, sideburns: yes (29%), straight hair: yes (60%), wavy hair: no, wearing earrings: no (64%), wearing hat: no (64%), wearing lipstick: no (98%), wearing necklace: no (95%), wearing necktie: yes (1%), yaw: -1.24, young: yes (99%), chin size: average, color beard: 725745 (55%), color clothes middle: fcf0e7 (19%), color eyes: 6b5041 (56%), color hair: 1b1610 (79%), color skin: b78264, eyebrows corners: average, eyebrows position: average, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: low, eyes shape: average, glasses rim: no, hair beard: thick, hair color type: black (79%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: narrow, mouth corners: average, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,",4,D1A9,1,53,30,60,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: yes (77%), age: 42 (60%), arched eyebrows: no (43%), attractive: no (34%), bags under eyes: no (15%), bald: no (42%), bangs: no, beard: yes, big lips: yes (10%), big nose: yes (24%), black hair: yes (97%), blond hair: no, blurry: no, brown hair: no, bushy eyebrows: yes, chubby: no (19%), double chin: no (67%), expression: neutral, gender: male, glasses: no, goatee: yes (82%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (76%), mouth open: no (93%), mustache: yes (74%), narrow eyes: no, oval face: yes (33%), pale skin: no, pitch: -10.41, pointy nose: no (51%), race: white (59%), receding hairline: no (25%), rosy cheeks: no (94%), sideburns: yes (70%), straight hair: yes (16%), wavy hair: no, wearing earrings: no (56%), wearing hat: no (49%), wearing lipstick: no, wearing necklace: no (88%), wearing necktie: yes (6%), yaw: -0.25, young: yes (61%), chin size: large, color beard: 704e3a (71%), color clothes middle: 815439 (19%), color eyes: 433028 (75%), color hair: 463529 (79%), color mustache: 795238 (61%), color skin: ba7f64, eyebrows corners: low, eyebrows position: average, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: extra high, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown (79%), hair forehead: no, hair length: none, hair mustache: thick, hair sides: very thin, hair top: very short, head shape: average, head width: extra narrow, mouth corners: low, mouth height: thick, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,",5,D1A9,1,77,42,60,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: yes (56%), age: 24 (60%), arched eyebrows: no (18%), attractive: no (8%), bags under eyes: yes (11%), bald: no (69%), bangs: no, beard: yes (75%), big lips: yes (39%), big nose: yes (43%), black hair: yes, blond hair: no, blurry: no, brown hair: no, bushy eyebrows: yes, chubby: no (26%), double chin: no (68%), expression: neutral, gender: male (94%), glasses: no, goatee: yes (54%), gray hair: no, heavy makeup: no (91%), high cheekbones: no (75%), mouth open: no (76%), mustache: yes (56%), narrow eyes: no (92%), oval face: yes (29%), pale skin: no (76%), pitch: -10.35, pointy nose: no (71%), race: white (64%), receding hairline: no (42%), rosy cheeks: no, sideburns: yes (44%), straight hair: yes (44%), wavy hair: no (94%), wearing earrings: no (58%), wearing hat: no (76%), wearing lipstick: no (92%), wearing necklace: no (74%), wearing necktie: yes (12%), yaw: -1.43, young: yes (93%), chin size: extra small, color beard: 6e5746 (64%), color clothes middle: fef4ee (42%), color eyes: 3a261f (61%), color hair: 291e18 (97%), color skin: af7d61, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown (97%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: average, mouth corners: low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,",6,D1A9,1,56,24,60,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: yes (68%), age: 15 (60%), arched eyebrows: no (29%), attractive: no (7%), bags under eyes: no (44%), bald: no (66%), bangs: no (91%), beard: yes (73%), big lips: no (9%), big nose: no (3%), black hair: yes (94%), blond hair: no, blurry: no (94%), brown hair: no (88%), bushy eyebrows: yes, chubby: no (46%), double chin: no (90%), expression: neutral (83%), gender: male, glasses: no, goatee: yes (45%), gray hair: no, heavy makeup: no (92%), high cheekbones: no (77%), mouth open: no, mustache: yes (35%), narrow eyes: no (97%), oval face: yes (57%), pale skin: no (74%), pitch: -10.08, pointy nose: no (66%), race: white, receding hairline: no (50%), rosy cheeks: no, sideburns: yes (31%), straight hair: yes (43%), wavy hair: no, wearing earrings: no (68%), wearing hat: no (44%), wearing lipstick: no, wearing necklace: no (96%), wearing necktie: no (4%), yaw: -2.88, young: yes, chin size: average, color clothes middle: fcfdf5 (30%), color eyes: 4a352d (63%), color hair: 040203 (57%), color skin: 81553c, eyebrows corners: extra low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: extra low, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (57%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: extra narrow, mouth corners: low, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,",GT,D1A9,1,68,15,60,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: no, age: 18 (60%), arched eyebrows: yes (45%), attractive: yes (85%), bags under eyes: no, bald: no (82%), bangs: no, beard: no (91%), big lips: no (10%), big nose: no (70%), black hair: no (2%), blond hair: no, blurry: no, brown hair: yes (27%), bushy eyebrows: yes (21%), chubby: no (75%), double chin: no (85%), expression: smile, gender: female, glasses: no, goatee: no (81%), gray hair: no, heavy makeup: yes, high cheekbones: yes (83%), mouth open: yes, mustache: no (86%), narrow eyes: no (84%), oval face: yes, pale skin: no (65%), pitch: -9.17, pointy nose: yes (16%), race: white, receding hairline: no (9%), rosy cheeks: yes (42%), sideburns: no (80%), straight hair: no (23%), wavy hair: yes (42%), wearing earrings: yes (15%), wearing hat: no, wearing lipstick: yes, wearing necklace: no (9%), wearing necktie: no (92%), yaw: -0.31, young: yes, chin size: small, color clothes middle: 220f05 (7%), color eyes: 432d1c (56%), color hair: 311b0b (79%), color skin: b5744b, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: extra low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (79%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: short, head shape: average, head width: narrow, mouth corners: extra raised, mouth height: extra thick, mouth width: average, nose shape: extra straight, nose width: wide, teeth visible: no,",1,D1A10,0,999,18,60,1,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: no (93%), age: 19 (60%), arched eyebrows: yes (0%), attractive: yes (8%), bags under eyes: yes (15%), bald: no (95%), bangs: no, beard: no, big lips: no (31%), big nose: yes (17%), black hair: yes (26%), blond hair: no, blurry: no (28%), brown hair: no (30%), bushy eyebrows: yes (33%), chubby: no (24%), double chin: no (12%), expression: smile, gender: female (54%), glasses: yes, goatee: no, gray hair: no (79%), heavy makeup: no (46%), high cheekbones: yes (93%), mouth open: yes, mustache: no, narrow eyes: yes (17%), oval face: yes (42%), pale skin: no (57%), pitch: -9.3, pointy nose: no (44%), race: white, receding hairline: no (25%), rosy cheeks: no (58%), sideburns: no, straight hair: no (65%), wavy hair: yes (48%), wearing earrings: yes (8%), wearing hat: no (79%), wearing lipstick: no (3%), wearing necklace: no (20%), wearing necktie: no (61%), yaw: -0.82, young: yes (16%), chin size: extra small, color clothes middle: fbf3eb (20%), color eyes: 614f3f (51%), color hair: 24140a (74%), color skin: be8666, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (74%), hair forehead: no, hair length: long, hair mustache: none, hair sides: average, hair top: average, head shape: rect, head width: narrow, mouth corners: extra raised, mouth height: extra thick, mouth width: average, nose shape: extra straight, nose width: extra wide, teeth visible: yes,",2,D1A10,0,93,19,60,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: no, age: 32 (60%), arched eyebrows: yes (36%), attractive: no (71%), bags under eyes: no (89%), bald: no (81%), bangs: no, beard: no (95%), big lips: no (27%), big nose: no (65%), black hair: yes (59%), blond hair: no, blurry: yes (41%), brown hair: no (29%), bushy eyebrows: no (59%), chubby: no (33%), double chin: no (66%), expression: neutral (97%), gender: female, glasses: no, goatee: no (94%), gray hair: no, heavy makeup: no (47%), high cheekbones: no (64%), mouth open: no (80%), mustache: no (97%), narrow eyes: no (24%), oval face: yes (36%), pale skin: no, pitch: -9.31, pointy nose: no (52%), race: white, receding hairline: yes (30%), rosy cheeks: no (84%), sideburns: no, straight hair: no (31%), wavy hair: yes (1%), wearing earrings: yes (26%), wearing hat: no (95%), wearing lipstick: no (2%), wearing necklace: yes (9%), wearing necktie: no, yaw: 1.6, young: yes (37%), chin size: extra large, color background: 595a52 (0%), color clothes middle: 402513 (9%), color eyes: 574636 (51%), color hair: 100602 (84%), color skin: 926044, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: extra low, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (84%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: short, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,",3,D1A10,0,999,32,60,1,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: no, age: 31 (60%), arched eyebrows: no (38%), attractive: no (22%), bags under eyes: no (1%), bald: no (77%), bangs: no (97%), beard: no, big lips: no (67%), big nose: no (28%), black hair: yes (41%), blond hair: no, blurry: yes (5%), brown hair: no (20%), bushy eyebrows: no (58%), chubby: no (29%), double chin: no (40%), expression: smile (88%), gender: female (98%), glasses: no, goatee: no, gray hair: no (83%), heavy makeup: no (52%), high cheekbones: yes, mouth open: yes (87%), mustache: no, narrow eyes: no (86%), oval face: yes (93%), pale skin: no, pitch: -9.45, pointy nose: no (56%), race: white, receding hairline: no (0%), rosy cheeks: no (39%), sideburns: no, straight hair: yes (3%), wavy hair: no (23%), wearing earrings: yes (6%), wearing hat: no, wearing lipstick: yes (3%), wearing necklace: no (4%), wearing necktie: no (90%), yaw: 3.6, young: yes (19%), chin size: extra small, color clothes middle: 552f19 (16%), color eyes: 402717 (69%), color hair: 180f05 (85%), color skin: 954f33, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (85%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: average, head shape: average, head width: average, mouth corners: extra raised, mouth height: thick, mouth width: wide, nose shape: extra straight, nose width: wide, teeth visible: no,",4,D1A10,0,999,31,60,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: no (31%), age: 27 (60%), arched eyebrows: no (56%), attractive: yes (6%), bags under eyes: no (7%), bald: no, bangs: yes (98%), beard: no (80%), big lips: no (35%), big nose: yes (3%), black hair: yes (29%), blond hair: no, blurry: no (73%), brown hair: no (3%), bushy eyebrows: yes (60%), chubby: no (87%), double chin: no (83%), expression: smile (91%), gender: male (38%), glasses: no, goatee: no, gray hair: no, heavy makeup: no (79%), high cheekbones: yes (47%), mouth open: yes, mustache: no, narrow eyes: no (45%), oval face: yes (61%), pale skin: no (68%), pitch: -9.15, pointy nose: no (44%), race: white, receding hairline: no, rosy cheeks: no (46%), sideburns: no, straight hair: yes (28%), wavy hair: no (39%), wearing earrings: no (61%), wearing hat: no (27%), wearing lipstick: no (56%), wearing necklace: no (29%), wearing necktie: no (70%), yaw: -2.54, young: yes (97%), chin size: small, color clothes middle: 170a05 (15%), color eyes: 49331a (71%), color hair: 180f03 (84%), color skin: 9a5b36, eyebrows corners: average, eyebrows position: average, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: extra low, eyes shape: round, glasses rim: no, hair beard: none, hair color type: black (84%), hair forehead: yes, hair length: very long, hair mustache: none, hair sides: average, hair top: average, head shape: heart, head width: narrow, mouth corners: extra raised, mouth height: extra thick, mouth width: small, nose shape: extra straight, nose width: extra wide, teeth visible: yes,",5,D1A10,0,31,27,60,0,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: no (98%), age: 37 (60%), arched eyebrows: yes (34%), attractive: yes (50%), bags under eyes: no (70%), bald: no (82%), bangs: no, beard: no (96%), big lips: no (25%), big nose: no (67%), black hair: no (76%), blond hair: no, blurry: no (78%), brown hair: yes (92%), bushy eyebrows: no (10%), chubby: no (82%), double chin: no (78%), expression: smile (88%), gender: female, glasses: no, goatee: no (90%), gray hair: no, heavy makeup: yes (70%), high cheekbones: yes (60%), mouth open: yes, mustache: no (96%), narrow eyes: no (88%), oval face: yes (83%), pale skin: no (67%), pitch: -8.58, pointy nose: yes (0%), race: white (87%), receding hairline: no (6%), rosy cheeks: no (5%), sideburns: no (90%), straight hair: no (53%), wavy hair: yes (60%), wearing earrings: yes (2%), wearing hat: no, wearing lipstick: yes (92%), wearing necklace: no (6%), wearing necktie: no, yaw: -0.15, young: yes (80%), chin size: extra small, color clothes middle: 33210b (12%), color eyes: 5c5450 (49%), color hair: 331c0f (90%), color skin: 8d5a42, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: close, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (90%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: average, head shape: extra heart, head width: extra narrow, mouth corners: extra raised, mouth height: extra thick, mouth width: small, nose shape: extra straight, nose width: extra wide, teeth visible: yes,",6,D1A10,0,98,37,60,1,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
